池子ID,池子名称,池子总权重,金球总权重,金球总占比%,此池单次闪率%,含保底期望噩梦次数,精灵名,是否异色,权重,在总池中占比%,在金球中占比%
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,星尘虫,否,32711,9.0908,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,粉粉星,否,7180,1.9954,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,双灯鱼,否,7180,1.9954,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,拉特,否,7180,1.9954,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,拉特,是,809,0.2248,24.72
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,粉粉星,是,809,0.2248,24.72
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,双灯鱼,是,809,0.2248,24.72
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,粉星仔,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,月牙雪熊,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,嗜光嗡嗡,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,柴渣虫,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,空空颅,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,贝瑟,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,大耳帽兜,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,机械方方,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,恶魔狼,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,奇丽草,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,呼呼猪,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,治愈兔,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,格兰种子,否,608,0.169,
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,大耳帽兜,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,机械方方,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,恶魔狼,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,奇丽草,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,呼呼猪,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,治愈兔,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,格兰种子,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,粉星仔,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,月牙雪熊,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,嗜光嗡嗡,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,柴渣虫,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,空空颅,是,65,0.0181,1.99
evo_128,电动长颈鹿链（evo=128，属性=电）,359826,3272,0.9093,0.9093,55.7,贝瑟,是,65,0.0181,1.99
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,嘟嘟煲,否,261688,72.7287,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,果冻,否,32711,9.0911,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,星尘虫,否,32711,9.0911,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,否,1840,0.5114,
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,是,204,0.0567,6.25
evo_130,嘟嘟煲链（evo=130，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,是,204,0.0567,6.25
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,逗逗,否,261688,72.7246,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,果冻,否,32711,9.0906,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,星尘虫,否,32711,9.0906,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,大耳帽兜,否,10740,2.9847,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,治愈兔,否,10740,2.9847,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,大耳帽兜,是,1212,0.3368,36.97
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,治愈兔,是,1212,0.3368,36.97
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,粉星仔,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,月牙雪熊,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,粉粉星,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,双灯鱼,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,嗜光嗡嗡,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,柴渣虫,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,空空颅,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,贝瑟,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,机械方方,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,恶魔狼,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,奇丽草,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,呼呼猪,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,拉特,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,格兰种子,否,569,0.1581,
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,机械方方,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,恶魔狼,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,奇丽草,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,呼呼猪,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,拉特,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,格兰种子,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,粉星仔,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,月牙雪熊,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,粉粉星,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,双灯鱼,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,嗜光嗡嗡,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,柴渣虫,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,空空颅,是,61,0.017,1.86
evo_131,逗逗链（evo=131，属性=萌）,359834,3278,0.911,0.911,55.7,贝瑟,是,61,0.017,1.86
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,旋叶虫,否,261688,72.7287,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,果冻,否,32711,9.0911,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,星尘虫,否,32711,9.0911,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,否,1840,0.5114,
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,大耳帽兜,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,机械方方,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,恶魔狼,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,奇丽草,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,呼呼猪,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,拉特,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,治愈兔,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,格兰种子,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,粉星仔,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,月牙雪熊,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,粉粉星,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,双灯鱼,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,嗜光嗡嗡,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,柴渣虫,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,空空颅,是,204,0.0567,6.25
evo_132,旋叶虫链（evo=132，属性=无）,359814,3264,0.9071,0.9071,55.8,贝瑟,是,204,0.0567,6.25
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,菇菇丁,否,514844,72.7267,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,果冻,否,64355,9.0908,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,星尘虫,否,64355,9.0908,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,呼呼猪,否,21968,3.1032,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,柴渣虫,否,7655,1.0813,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,奇丽草,否,7655,1.0813,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,格兰种子,否,7655,1.0813,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,呼呼猪,是,1327,0.1875,20.63
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,奇丽草,是,1166,0.1647,18.13
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,格兰种子,是,1166,0.1647,18.13
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,柴渣虫,是,1166,0.1647,18.13
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉星仔,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉粉星,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,双灯鱼,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,空空颅,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,贝瑟,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,机械方方,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,恶魔狼,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,拉特,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,治愈兔,否,1083,0.153,
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,大耳帽兜,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,机械方方,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,恶魔狼,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,拉特,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,治愈兔,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉星仔,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,月牙雪熊,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,粉粉星,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,双灯鱼,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,嗜光嗡嗡,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,空空颅,是,134,0.0189,2.08
evo_133,菇菇丁链（evo=133，属性=地|草）,707916,6433,0.9087,0.9087,55.7,贝瑟,是,134,0.0189,2.08
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,深蓝鲸,否,261688,72.7285,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,果冻,否,32711,9.0911,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,星尘虫,否,32711,9.0911,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,否,21420,5.9531,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,双灯鱼,是,2420,0.6726,74.23
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,粉星仔,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,月牙雪熊,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,粉粉星,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,柴渣虫,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,空空颅,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,贝瑟,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,奇丽草,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,呼呼猪,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,拉特,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,治愈兔,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,格兰种子,否,535,0.1487,
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,大耳帽兜,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,机械方方,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,恶魔狼,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,奇丽草,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,呼呼猪,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,拉特,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,治愈兔,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,格兰种子,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,粉星仔,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,月牙雪熊,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,粉粉星,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,嗜光嗡嗡,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,柴渣虫,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,空空颅,是,56,0.0156,1.72
evo_134,深蓝鲸链（evo=134，属性=水）,359815,3260,0.906,0.906,55.8,贝瑟,是,56,0.0156,1.72
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,双灯鱼,否,543384,76.7582,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,果冻,否,64355,9.0908,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,星尘虫,否,64355,9.0908,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,粉粉星,否,7655,1.0813,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,拉特,否,7655,1.0813,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,双灯鱼,是,4921,0.6951,76.48
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,粉星仔,否,1083,0.153,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,月牙雪熊,否,1083,0.153,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,嗜光嗡嗡,否,1083,0.153,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,柴渣虫,否,1083,0.153,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,空空颅,否,1083,0.153,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,贝瑟,否,1083,0.153,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,大耳帽兜,否,1083,0.153,
evo_135,双灯鱼链（evo=135，属性=水|电）,707917,6434,0.9089,0.9089,55.7,机械方方,否,1083,0.153,
